날짜,year,Month,요일,브랜드,Product,Retail,매체,상품유형,목적,소재타입,캠페인,광고세트,광고명,노출수,클릭수,조회수,CTR(%),광고비(₩),장바구니,구매수,구매전환값(₩),ROAS,CPA(₩),메모
2025-02-28,2025,2,금,BOH,,Qoo10,Google,DA,유입,이미지,本格的ハリケアセット_メガ割,本格的ハリケアセット_メガ割,本格的ハリケアセット_メガ割,"155,465","2,414",0,1.55,"381,724",0,0,0,0%,0,
2025-02-28,2025,2,금,BOH,,Qoo10,Google,DA,유입,이미지,スペシャル毛穴ホームケアセット_メガ割,スペシャル毛穴ホームケアセット_メガ割,スペシャル毛穴ホームケアセット_メガ割,"229,973","3,381",0,1.47,"559,162",0,0,0,0%,0,
2025-02-28,2025,2,금,BOH,,Qoo10,Google,DA,유입,이미지,企画セット_メガ割,企画セット_メガ割,企画セット_メガ割,"219,421","3,728",0,1.70,"608,698",0,0,0,0%,0,
2025-02-28,2025,2,금,BOH,,Qoo10,Meta,DA,유입,이미지,企画セット_2_メガ割,企画セット_2_メガ割,企画セット_2_メガ割,619,1,0,0.16,"5,522",0,0,0,0%,0,
2025-02-28,2025,2,금,BOH,,Qoo10,Meta,DA,유입,이미지,本格的ハリケアセット_1_メガ割,本格的ハリケアセット_1_メガ割,本格的ハリケアセット_1_メガ割,"1,125",11,0,0.98,"7,392",0,0,0,0%,0,
2025-02-28,2025,2,금,BOH,,Qoo10,Meta,DA,유입,이미지,企画セット_1_メガ割,企画セット_1_メガ割,企画セット_1_メガ割,"1,307",16,0,1.22,"10,954",0,0,0,0%,0,
2025-02-28,2025,2,금,BOH,,Qoo10,Meta,DA,유입,이미지,本格的ハリケアセット_3_メガ割,本格的ハリケアセット_3_メガ割,本格的ハリケアセット_3_メガ割,"3,414",37,0,1.08,"25,626",0,0,0,0%,0,
2025-02-28,2025,2,금,BOH,,Qoo10,Meta,DA,유입,이미지,スペシャル毛穴ホームケアセット_2_メガ割,スペシャル毛穴ホームケアセット_2_メガ割,スペシャル毛穴ホームケアセット_2_メガ割,"11,131",122,0,1.10,"112,857",0,0,0,0%,0,
2025-02-28,2025,2,금,BOH,,Qoo10,Meta,DA,유입,이미지,本格的ハリケアセット_2_メガ割,本格的ハリケアセット_2_メガ割,本格的ハリケアセット_2_メガ割,"1,778",22,0,1.24,"13,492",0,0,0,0%,0,
2025-02-28,2025,2,금,BOH,,Qoo10,Meta,DA,유입,이미지,スペシャル毛穴ホームケアセット_1_メガ割,スペシャル毛穴ホームケアセット_1_メガ割,スペシャル毛穴ホームケアセット_1_メガ割,549,5,0,0.91,"4,252",0,0,0,0%,0,
2025-02-28,2025,2,금,BOH,,Qoo10,Meta,DA,유입,이미지,スペシャル毛穴ホームケアセット_3_メガ割,スペシャル毛穴ホームケアセット_3_メガ割,スペシャル毛穴ホームケアセット_3_メガ割,760,5,0,0.66,"7,548",0,0,0,0%,0,
2025-02-28,2025,2,금,BOH,,Qoo10,LINE AD,DA,유입,이미지,本格的ハリケアセット_3_メガ割,本格的ハリケアセット_3_メガ割,本格的ハリケアセット_3_メガ割,"15,622",213,0,1.36,"39,419",0,0,0,0%,0,
2025-02-28,2025,2,금,BOH,,Qoo10,LINE AD,DA,유입,이미지,本格的ハリケアセット_1_メガ割,本格的ハリケアセット_1_メガ割,本格的ハリケアセット_1_メガ割,314,1,0,0.32,245,0,0,0,0%,0,
2025-02-28,2025,2,금,BOH,,Qoo10,LINE AD,DA,유입,이미지,スペシャル毛穴ホームケアセット_1_メガ割,スペシャル毛穴ホームケアセット_1_メガ割,スペシャル毛穴ホームケアセット_1_メガ割,"1,688",13,0,0.77,"2,761",0,0,0,0%,0,
2025-02-28,2025,2,금,BOH,,Qoo10,LINE AD,DA,유입,이미지,企画セット_2_メガ割,企画セット_2_メガ割,企画セット_2_メガ割,"3,353",54,0,1.61,"13,169",0,0,0,0%,0,
2025-02-28,2025,2,금,BOH,,Qoo10,LINE AD,DA,유입,이미지,企画セット_1_メガ割,企画セット_1_メガ割,企画セット_1_メガ割,"1,032",1,0,0.10,100,0,0,0,0%,0,
2025-02-28,2025,2,금,BOH,,Qoo10,LINE AD,DA,유입,이미지,スペシャル毛穴ホームケアセット_3_メガ割,スペシャル毛穴ホームケアセット_3_メガ割,スペシャル毛穴ホームケアセット_3_メガ割,473,2,0,0.42,212,0,0,0,0%,0,
2025-02-28,2025,2,금,BOH,,Qoo10,LINE AD,DA,유입,이미지,本格的ハリケアセット_2_メガ割,本格的ハリケアセット_2_メガ割,本格的ハリケアセット_2_メガ割,"10,062",136,0,1.35,"29,723",0,0,0,0%,0,
2025-02-28,2025,2,금,BOH,,Qoo10,LINE AD,DA,유입,이미지,スペシャル毛穴ホームケアセット_2_メガ割,スペシャル毛穴ホームケアセット_2_メガ割,スペシャル毛穴ホームケアセット_2_メガ割,"13,057",101,0,0.77,"25,993",0,0,0,0%,0,
2025-02-28,2025,2,금,WM,,Qoo10,Meta,DA,유입,이미지,6色パレット_2_メガ割,6色パレット_2_メガ割,6色パレット_2_メガ割,"208,143","2,122",0,1.02,"1,323,407",0,0,0,0%,0,
2025-02-28,2025,2,금,WM,,Qoo10,Meta,DA,유입,이미지,6色パレット_1_メガ割,6色パレット_1_メガ割,6色パレット_1_メガ割,"12,641",93,0,0.74,"81,337",0,0,0,0%,0,
2025-02-28,2025,2,금,WM,,Qoo10,Meta,DA,유입,이미지,ステイフィクサーマルチカラーパウダー_1_メガ割,ステイフィクサーマルチカラーパウダー_1_メガ割,ステイフィクサーマルチカラーパウダー_1_メガ割,"4,268",33,0,0.77,"35,806",0,0,0,0%,0,
2025-02-28,2025,2,금,WM,,Qoo10,Meta,DA,유입,이미지,ウォータフルグロウティント_1_メガ割,ウォータフルグロウティント_1_メガ割,ウォータフルグロウティント_1_メガ割,"7,206",79,0,1.10,"60,317",0,0,0,0%,0,
2025-02-28,2025,2,금,BG,,Qoo10,Meta,DA,유입,이미지,トラブルセラム鼻パックセット_M_メガ割,トラブルセラム鼻パックセット_M_メガ割,トラブルセラム鼻パックセット_M_メガ割,"35,424",237,"34,118",0.67,"185,085",0,0,0,0%,0,
2025-02-28,2025,2,금,BG,,Qoo10,Meta,DA,유입,이미지,トラブルセラム鼻パックセット_3_メガ割,トラブルセラム鼻パックセット_3_メガ割,トラブルセラム鼻パックセット_3_メガ割,"1,026",4,0,0.39,"4,437",0,0,0,0%,0,
2025-02-28,2025,2,금,BG,,Qoo10,Meta,DA,유입,이미지,オールケアティーツリーシカセット_1_メガ割,オールケアティーツリーシカセット_1_メガ割,オールケアティーツリーシカセット_1_メガ割,"8,669",45,0,0.52,"33,668",0,0,0,0%,0,
2025-02-28,2025,2,금,BG,,Qoo10,Meta,DA,유입,이미지,トラブルセラム鼻パックセット_1_メガ割,トラブルセラム鼻パックセット_1_メガ割,トラブルセラム鼻パックセット_1_メガ割,"4,132",21,0,0.51,"16,101",0,0,0,0%,0,
2025-02-28,2025,2,금,BG,,Qoo10,Meta,DA,유입,이미지,ティーツリシカ スージングトナーセット_1_メガ割,ティーツリシカ スージングトナーセット_1_メガ割,ティーツリシカ スージングトナーセット_1_メガ割,"1,548",7,0,0.45,"6,386",0,0,0,0%,0,
2025-02-28,2025,2,금,BG,,Qoo10,Meta,DA,유입,이미지,ティーツリシカ スージングトナーセット_3_メガ割,ティーツリシカ スージングトナーセット_3_メガ割,ティーツリシカ スージングトナーセット_3_メガ割,"1,660",14,0,0.84,"8,892",0,0,0,0%,0,
2025-02-28,2025,2,금,BG,,Qoo10,Meta,DA,유입,이미지,オールケアティーツリーシカセット_2_メガ割,オールケアティーツリーシカセット_2_メガ割,オールケアティーツリーシカセット_2_メガ割,"2,611",8,0,0.31,"12,184",0,0,0,0%,0,
2025-02-28,2025,2,금,BG,,Qoo10,Meta,DA,유입,이미지,ティーツリシカ スージングトナーセット_2_メガ割,ティーツリシカ スージングトナーセット_2_メガ割,ティーツリシカ スージングトナーセット_2_メガ割,"40,117",184,0,0.46,"157,339",0,0,0,0%,0,
2025-02-28,2025,2,금,BG,,Qoo10,Meta,DA,유입,이미지,オールケアティーツリーシカセット_3_メガ割,オールケアティーツリーシカセット_3_メガ割,オールケアティーツリーシカセット_3_メガ割,"2,274",9,0,0.40,"10,520",0,0,0,0%,0,
2025-02-28,2025,2,금,BG,,Qoo10,Meta,DA,유입,이미지,トラブルセラム鼻パックセット_2_メガ割,トラブルセラム鼻パックセット_2_メガ割,トラブルセラム鼻パックセット_2_メガ割,"16,889",84,0,0.50,"65,671",0,0,0,0%,0,
2025-02-28,2025,2,금,CG,,Qoo10,Meta,DA,유입,이미지,ヌーディーブラーティント_2_メガ割,ヌーディーブラーティント_2_メガ割,ヌーディーブラーティント_2_メガ割,"32,669",651,0,1.99,"198,102",0,0,0,0%,0,
2025-02-28,2025,2,금,CG,,Qoo10,Meta,DA,유입,이미지,タンフルグラスティントミルク_2_メガ割,タンフルグラスティントミルク_2_メガ割,タンフルグラスティントミルク_2_メガ割,"5,952",56,0,0.94,"41,388",0,0,0,0%,0,
2025-02-28,2025,2,금,CG,,Qoo10,Meta,DA,유입,이미지,ヌーディーブラーティント_1_メガ割,ヌーディーブラーティント_1_メガ割,ヌーディーブラーティント_1_メガ割,"1,554",14,0,0.90,"10,302",0,0,0,0%,0,
2025-02-28,2025,2,금,CG,,Qoo10,Meta,DA,유입,이미지,タンフルグラスティントミルク_1_メガ割,タンフルグラスティントミルク_1_メガ割,タンフルグラスティントミルク_1_メガ割,"23,538",406,0,1.72,"154,822",0,0,0,0%,0,
2025-02-28,2025,2,금,CG,,Qoo10,Meta,DA,유입,이미지,タンフルグラスティントミルク_3_メガ割,タンフルグラスティントミルク_3_メガ割,タンフルグラスティントミルク_3_メガ割,"48,650","1,025",0,2.11,"295,786",0,0,0,0%,0,
2025-02-28,2025,2,금,BOH,,Qoo10,Google,DA,유입,이미지,HQ-BOH-Qoo10-20250228-0312,本格的ハリケアセット_メガ割,本格的ハリケアセット_メガ割,"155,465","2,414",0,1.55,"376,387",0,0,0,0%,0,
2025-02-28,2025,2,금,BOH,,Qoo10,Google,DA,유입,이미지,HQ-BOH-Qoo10-20250228-0312,スペシャル毛穴ホームケアセット_メガ割,スペシャル毛穴ホームケアセット_メガ割,"229,973","3,381",0,1.47,"551,344",0,0,0,0%,0,
2025-02-28,2025,2,금,BOH,,Qoo10,Google,DA,유입,이미지,HQ-BOH-Qoo10-20250228-0312,企画セット_メガ割,企画セット_メガ割,"219,421","3,728",0,1.70,"600,187",0,0,0,0%,0,
2025-02-28,2025,2,금,BOH,,Qoo10,Meta,DA,유입,이미지,HQ-BOH-Qoo10-20250228-0312,企画セット_2_メガ割,企画セット_2_メガ割,619,1,0,0.16,"5,444",0,0,0,0%,0,
2025-02-28,2025,2,금,BOH,,Qoo10,Meta,DA,유입,이미지,HQ-BOH-Qoo10-20250228-0312,本格的ハリケアセット_1_メガ割,本格的ハリケアセット_1_メガ割,"1,125",11,0,0.98,"7,288",0,0,0,0%,0,
2025-02-28,2025,2,금,BOH,,Qoo10,Meta,DA,유입,이미지,HQ-BOH-Qoo10-20250228-0312,企画セット_1_メガ割,企画セット_1_メガ割,"1,307",16,0,1.22,"10,801",0,0,0,0%,0,
2025-02-28,2025,2,금,BOH,,Qoo10,Meta,DA,유입,이미지,HQ-BOH-Qoo10-20250228-0312,本格的ハリケアセット_3_メガ割,本格的ハリケアセット_3_メガ割,"3,414",37,0,1.08,"25,268",0,0,0,0%,0,
2025-02-28,2025,2,금,BOH,,Qoo10,Meta,DA,유입,이미지,HQ-BOH-Qoo10-20250228-0312,スペシャル毛穴ホームケアセット_2_メガ割,スペシャル毛穴ホームケアセット_2_メガ割,"11,131",122,0,1.10,"111,279",0,0,0,0%,0,
2025-02-28,2025,2,금,BOH,,Qoo10,Meta,DA,유입,이미지,HQ-BOH-Qoo10-20250228-0312,本格的ハリケアセット_2_メガ割,本格的ハリケアセット_2_メガ割,"1,778",22,0,1.24,"13,303",0,0,0,0%,0,
2025-02-28,2025,2,금,BOH,,Qoo10,Meta,DA,유입,이미지,HQ-BOH-Qoo10-20250228-0312,スペシャル毛穴ホームケアセット_1_メガ割,スペシャル毛穴ホームケアセット_1_メガ割,549,5,0,0.91,"4,193",0,0,0,0%,0,
2025-02-28,2025,2,금,BOH,,Qoo10,Meta,DA,유입,이미지,HQ-BOH-Qoo10-20250228-0312,スペシャル毛穴ホームケアセット_3_メガ割,スペシャル毛穴ホームケアセット_3_メガ割,760,5,0,0.66,"7,442",0,0,0,0%,0,
2025-02-28,2025,2,금,BOH,,Qoo10,LINE,DA,유입,이미지,HQ-BOH-Qoo10-20250228-0312,本格的ハリケアセット_3_メガ割,本格的ハリケアセット_3_メガ割,"15,622",213,0,1.36,"38,868",0,0,0,0%,0,
2025-02-28,2025,2,금,BOH,,Qoo10,LINE,DA,유입,이미지,HQ-BOH-Qoo10-20250228-0312,本格的ハリケアセット_1_メガ割,本格的ハリケアセット_1_メガ割,314,1,0,0.32,241,0,0,0,0%,0,
2025-02-28,2025,2,금,BOH,,Qoo10,LINE,DA,유입,이미지,HQ-BOH-Qoo10-20250228-0312,スペシャル毛穴ホームケアセット_1_メガ割,スペシャル毛穴ホームケアセット_1_メガ割,"1,688",13,0,0.77,"2,722",0,0,0,0%,0,
2025-02-28,2025,2,금,BOH,,Qoo10,LINE,DA,유입,이미지,HQ-BOH-Qoo10-20250228-0312,企画セット_2_メガ割,企画セット_2_メガ割,"3,353",54,0,1.61,"12,985",0,0,0,0%,0,
2025-02-28,2025,2,금,BOH,,Qoo10,LINE,DA,유입,동영상,HQ-BOH-Qoo10-20250228-0312,企画セット_1_メガ割,企画セット_1_メガ割,"1,032",1,0,0.10,99,0,0,0,0%,0,
2025-02-28,2025,2,금,BOH,,Qoo10,LINE,DA,유입,이미지,HQ-BOH-Qoo10-20250228-0312,スペシャル毛穴ホームケアセット_3_メガ割,スペシャル毛穴ホームケアセット_3_メガ割,473,2,0,0.42,209,0,0,0,0%,0,
2025-02-28,2025,2,금,BOH,,Qoo10,LINE,DA,유입,이미지,HQ-BOH-Qoo10-20250228-0312,本格的ハリケアセット_2_メガ割,本格的ハリケアセット_2_メガ割,"10,062",136,0,1.35,"29,307",0,0,0,0%,0,
2025-02-28,2025,2,금,BOH,,Qoo10,LINE,DA,유입,동영상,HQ-BOH-Qoo10-20250228-0312,スペシャル毛穴ホームケアセット_2_メガ割,スペシャル毛穴ホームケアセット_2_メガ割,"13,057",101,0,0.77,"25,630",0,0,0,0%,0,
2025-03-01,2025,3,토,BOH,,Qoo10,Google,DA,유입,이미지,企画セット_メガ割,企画セット_メガ割,企画セット_メガ割,"1,182,988","19,151",0,1.62,"1,890,670",0,0,0,0%,0,
2025-03-01,2025,3,토,BOH,,Qoo10,Google,DA,유입,이미지,スペシャル毛穴ホームケアセット_メガ割,スペシャル毛穴ホームケアセット_メガ割,スペシャル毛穴ホームケアセット_メガ割,"322,476","6,408",0,1.99,"637,876",0,0,0,0%,0,
2025-03-01,2025,3,토,BOH,,Qoo10,Google,DA,유입,이미지,本格的ハリケアセット_メガ割,本格的ハリケアセット_メガ割,本格的ハリケアセット_メガ割,"681,690","8,671",0,1.27,"871,809",0,0,0,0%,0,
2025-03-01,2025,3,토,BOH,,Qoo10,Meta,DA,유입,이미지,スペシャル毛穴ホームケアセット_3_メガ割,スペシャル毛穴ホームケアセット_3_メガ割,スペシャル毛穴ホームケアセット_3_メガ割,10,0,0,0.00,56,0,0,0,0%,0,
2025-03-01,2025,3,토,BOH,,Qoo10,Meta,DA,유입,이미지,本格的ハリケアセット_1_メガ割,本格的ハリケアセット_1_メガ割,本格的ハリケアセット_1_メガ割,12,0,0,0.00,78,0,0,0,0%,0,
2025-03-01,2025,3,토,BOH,,Qoo10,Meta,DA,유입,이미지,スペシャル毛穴ホームケアセット_2_メガ割,スペシャル毛穴ホームケアセット_2_メガ割,スペシャル毛穴ホームケアセット_2_メガ割,98,5,0,5.10,"1,080",0,0,0,0%,0,
2025-03-01,2025,3,토,BOH,,Qoo10,Meta,DA,유입,이미지,本格的ハリケアセット_コレクション1_メガ割,本格的ハリケアセット_コレクション1_メガ割,本格的ハリケアセット_コレクション1_メガ割,"23,811",484,0,2.03,"146,922",0,0,0,0%,0,
2025-03-01,2025,3,토,BOH,,Qoo10,Meta,DA,유입,이미지,企画セット_2_メガ割,企画セット_2_メガ割,企画セット_2_メガ割,63,3,0,4.76,579,0,0,0,0%,0,
2025-03-01,2025,3,토,BOH,,Qoo10,Meta,DA,유입,이미지,本格的ハリケアセット_3_メガ割,本格的ハリケアセット_3_メガ割,本格的ハリケアセット_3_メガ割,20,1,0,5.00,100,0,0,0,0%,0,
2025-03-01,2025,3,토,BOH,,Qoo10,Meta,DA,유입,이미지,本格的ハリケアセット_2_メガ割,本格的ハリケアセット_2_メガ割,本格的ハリケアセット_2_メガ割,21,2,0,9.52,256,0,0,0,0%,0,
2025-03-01,2025,3,토,BOH,,Qoo10,Meta,DA,유입,이미지,企画セット_1_メガ割,企画セット_1_メガ割,企画セット_1_メガ割,76,4,0,5.26,668,0,0,0,0%,0,
2025-03-01,2025,3,토,BOH,,Qoo10,Meta,DA,유입,이미지,スペシャル毛穴ホームケアセット_1_メガ割,スペシャル毛穴ホームケアセット_1_メガ割,スペシャル毛穴ホームケアセット_1_メガ割,88,2,0,2.27,891,0,0,0,0%,0,
2025-03-01,2025,3,토,BOH,,Qoo10,Meta,DA,유입,이미지,企画セット_コレクション1_メガ割,企画セット_コレクション1_メガ割,企画セット_コレクション1_メガ割,"4,922",84,0,1.71,"33,174",0,0,0,0%,0,
2025-03-01,2025,3,토,BOH,,Qoo10,LINE AD,DA,유입,이미지,企画セット_2_メガ割,企画セット_2_メガ割,企画セット_2_メガ割,"63,405","1,816",0,2.86,"253,178",0,0,0,0%,0,
2025-03-01,2025,3,토,BOH,,Qoo10,LINE AD,DA,유입,이미지,企画セット_1_メガ割,企画セット_1_メガ割,企画セット_1_メガ割,"42,402",558,0,1.32,"67,928",0,0,0,0%,0,
2025-03-01,2025,3,토,BOH,,Qoo10,LINE AD,DA,유입,이미지,本格的ハリケアセット_3_メガ割,本格的ハリケアセット_3_メガ割,本格的ハリケアセット_3_メガ割,"144,821","3,653",0,2.52,"534,731",0,0,0,0%,0,
2025-03-01,2025,3,토,BOH,,Qoo10,LINE AD,DA,유입,이미지,スペシャル毛穴ホームケアセット_2_メガ割,スペシャル毛穴ホームケアセット_2_メガ割,スペシャル毛穴ホームケアセット_2_メガ割,"57,917",720,0,1.24,"96,048",0,0,0,0%,0,
2025-03-01,2025,3,토,BOH,,Qoo10,LINE AD,DA,유입,이미지,本格的ハリケアセット_2_メガ割,本格的ハリケアセット_2_メガ割,本格的ハリケアセット_2_メガ割,"30,742",499,0,1.62,"63,932",0,0,0,0%,0,
2025-03-01,2025,3,토,BOH,,Qoo10,LINE AD,DA,유입,이미지,スペシャル毛穴ホームケアセット_3_メガ割,スペシャル毛穴ホームケアセット_3_メガ割,スペシャル毛穴ホームケアセット_3_メガ割,"18,346",760,0,4.14,"97,005",0,0,0,0%,0,
2025-03-01,2025,3,토,BOH,,Qoo10,LINE AD,DA,유입,이미지,本格的ハリケアセット_1_メガ割,本格的ハリケアセット_1_メガ割,本格的ハリケアセット_1_メガ割,"365,271","3,409",0,0.93,"486,418",0,0,0,0%,0,
2025-03-01,2025,3,토,BOH,,Qoo10,LINE AD,DA,유입,이미지,スペシャル毛穴ホームケアセット_1_メガ割,スペシャル毛穴ホームケアセット_1_メガ割,スペシャル毛穴ホームケアセット_1_メガ割,"75,836",786,0,1.04,"108,572",0,0,0,0%,0,
2025-03-01,2025,3,토,WM,,Qoo10,Google,DA,유입,이미지,6色パレット_メガ割,6色パレット_メガ割,6色パレット_メガ割,304,2,0,0.66,993,0,0,0,0%,0,
2025-03-01,2025,3,토,WM,,Qoo10,Google,DA,유입,이미지,ステイフィクサーマルチカラーパウダー_メガ割,ステイフィクサーマルチカラーパウダー_メガ割,ステイフィクサーマルチカラーパウダー_メガ割,116,2,0,1.72,691,0,0,0,0%,0,
2025-03-01,2025,3,토,WM,,Qoo10,Google,DA,유입,이미지,ウォータフルグロウティント_メガ割,ウォータフルグロウティント_メガ割,ウォータフルグロウティント_メガ割,"920,423","18,248",0,1.98,"2,412,262",0,0,0,0%,0,
2025-03-01,2025,3,토,WM,,Qoo10,Google,DA,유입,이미지,6色パレット_メガ割,6色パレット_メガ割,6色パレット_メガ割,"167,003","2,185",0,1.31,"296,183",0,0,0,0%,0,
2025-03-01,2025,3,토,WM,,Qoo10,Google,DA,유입,이미지,ステイフィクサーマルチカラーパウダー_メガ割,ステイフィクサーマルチカラーパウダー_メガ割,ステイフィクサーマルチカラーパウダー_メガ割,"171,449","3,834",0,2.24,"534,793",0,0,0,0%,0,
2025-03-01,2025,3,토,WM,,Qoo10,Google,DA,유입,이미지,ウォータフルグロウティント_メガ割,ウォータフルグロウティント_メガ割,ウォータフルグロウティント_メガ割,113,4,0,3.54,265,0,0,0,0%,0,
2025-03-01,2025,3,토,WM,,Qoo10,Meta,DA,유입,이미지,ステイフィクサーマルチカラーパウダー_1_メガ割,ステイフィクサーマルチカラーパウダー_1_メガ割,ステイフィクサーマルチカラーパウダー_1_メガ割,23,0,0,0.00,189,0,0,0,0%,0,
2025-03-01,2025,3,토,WM,,Qoo10,Meta,DA,유입,이미지,6色パレット_コレクション1_メガ割,6色パレット_コレクション1_メガ割,6色パレット_コレクション1_メガ割,"61,113",975,0,1.60,"285,115",0,0,0,0%,0,
2025-03-01,2025,3,토,WM,,Qoo10,Meta,DA,유입,이미지,ウォータフルグロウティント_コレクション1_メガ割,ウォータフルグロウティント_コレクション1_メガ割,ウォータフルグロウティント_コレクション1_メガ割,"85,138","1,434",0,1.68,"423,099",0,0,0,0%,0,
2025-03-01,2025,3,토,WM,,Qoo10,Meta,DA,유입,이미지,6色パレット_1_メガ割,6色パレット_1_メガ割,6色パレット_1_メガ割,27,0,0,0.00,189,0,0,0,0%,0,
2025-03-01,2025,3,토,WM,,Qoo10,Meta,DA,유입,이미지,ウォータフルグロウティント_1_メガ割,ウォータフルグロウティント_1_メガ割,ウォータフルグロウティント_1_メガ割,49,0,0,0.00,322,0,0,0,0%,0,
2025-03-01,2025,3,토,WM,,Qoo10,Meta,DA,유입,이미지,ステイフィクサーマルチカラーパウダー_コレクション1_メガ割,ステイフィクサーマルチカラーパウダー_コレクション1_メガ割,ステイフィクサーマルチカラーパウダー_コレクション1_メガ割,"387,281","6,018",0,1.55,"1,754,196",0,0,0,0%,0,
2025-03-01,2025,3,토,WM,,Qoo10,Meta,DA,유입,이미지,6色パレット_2_メガ割,6色パレット_2_メガ割,6色パレット_2_メガ割,"6,413",156,0,2.43,"48,255",0,0,0,0%,0,
2025-03-01,2025,3,토,BG,,Qoo10,Google,DA,유입,이미지,ティーツリシカ スージングトナーセット_メガ割,ティーツリシカ スージングトナーセット_メガ割,ティーツリシカ スージングトナーセット_メガ割,"52,659",912,0,1.73,"101,052",0,0,0,0%,0,
2025-03-01,2025,3,토,BG,,Qoo10,Google,DA,유입,이미지,オールケアティーツリーシカセット_メガ割,オールケアティーツリーシカセット_メガ割,オールケアティーツリーシカセット_メガ割,"24,015",399,0,1.66,"48,076",0,0,0,0%,0,
2025-03-01,2025,3,토,BG,,Qoo10,Google,DA,유입,이미지,トラブルセラム鼻パックセット_メガ割,トラブルセラム鼻パックセット_メガ割,トラブルセラム鼻パックセット_メガ割,"22,096",483,0,2.19,"59,560",0,0,0,0%,0,
2025-03-01,2025,3,토,BG,,Qoo10,Meta,DA,유입,이미지,ティーツリシカ スージングトナーセット_1_メガ割,ティーツリシカ スージングトナーセット_1_メガ割,ティーツリシカ スージングトナーセット_1_メガ割,361,1,0,0.28,"2,564",0,0,0,0%,0,
2025-03-01,2025,3,토,BG,,Qoo10,Meta,DA,유입,이미지,オールケアティーツリーシカセット_2_メガ割,オールケアティーツリーシカセット_2_メガ割,オールケアティーツリーシカセット_2_メガ割,793,9,0,1.13,"3,737",0,0,0,0%,0,
2025-03-01,2025,3,토,BG,,Qoo10,Meta,DA,유입,이미지,オールケアティーツリーシカセット_3_メガ割,オールケアティーツリーシカセット_3_メガ割,オールケアティーツリーシカセット_3_メガ割,311,1,0,0.32,"1,362",0,0,0,0%,0,
2025-03-01,2025,3,토,BG,,Qoo10,Meta,DA,유입,이미지,トラブルセラム鼻パックセット_3_メガ割,トラブルセラム鼻パックセット_3_メガ割,トラブルセラム鼻パックセット_3_メガ割,101,0,0,0.00,397,0,0,0,0%,0,
2025-03-01,2025,3,토,BG,,Qoo10,Meta,DA,유입,이미지,ティーツリシカ スージングトナーセット_3_メガ割,ティーツリシカ スージングトナーセット_3_メガ割,ティーツリシカ スージングトナーセット_3_メガ割,393,2,0,0.51,"2,838",0,0,0,0%,0,
2025-03-01,2025,3,토,BG,,Qoo10,Meta,DA,유입,이미지,ティーツリシカ スージングトナーセット_2_メガ割,ティーツリシカ スージングトナーセット_2_メガ割,ティーツリシカ スージングトナーセット_2_メガ割,"46,232",263,0,0.57,"175,663",0,0,0,0%,0,
2025-03-01,2025,3,토,BG,,Qoo10,Meta,DA,유입,이미지,トラブルセラム鼻パックセット_1_メガ割,トラブルセラム鼻パックセット_1_メガ割,トラブルセラム鼻パックセット_1_メガ割,"2,578",10,0,0.39,"10,198",0,0,0,0%,0,
2025-03-01,2025,3,토,BG,,Qoo10,Meta,DA,유입,이미지,トラブルセラム鼻パックセット_2_メガ割,トラブルセラム鼻パックセット_2_メガ割,トラブルセラム鼻パックセット_2_メガ割,"136,487",834,0,0.61,"457,145",0,0,0,0%,0,
2025-03-01,2025,3,토,BG,,Qoo10,Meta,DA,유입,이미지,オールケアティーツリーシカセット_1_メガ割,オールケアティーツリーシカセット_1_メガ割,オールケアティーツリーシカセット_1_メガ割,"5,512",32,0,0.58,"19,847",0,0,0,0%,0,
2025-03-01,2025,3,토,BG,,Qoo10,Meta,DA,유입,이미지,トラブルセラム鼻パックセット_M_メガ割,トラブルセラム鼻パックセット_M_メガ割,トラブルセラム鼻パックセット_M_メガ割,"8,031",46,"7,797",0.57,"37,471",0,0,0,0%,0,
2025-03-01,2025,3,토,CG,,Qoo10,Google,DA,유입,이미지,ヌーディーブラーティント_メガ割,ヌーディーブラーティント_メガ割,ヌーディーブラーティント_メガ割,"88,369","1,340",0,1.52,"129,593",0,0,0,0%,0,
2025-03-01,2025,3,토,CG,,Qoo10,Google,DA,유입,이미지,タンフルグラスティントミルク_メガ割,タンフルグラスティントミルク_メガ割,タンフルグラスティントミルク_メガ割,"44,530",652,0,1.46,"76,456",0,0,0,0%,0,
2025-03-01,2025,3,토,CG,,Qoo10,Meta,DA,유입,이미지,ヌーディーブラーティント_1_メガ割,ヌーディーブラーティント_1_メガ割,ヌーディーブラーティント_1_メガ割,187,1,0,0.53,"1,476",0,0,0,0%,0,
2025-03-01,2025,3,토,CG,,Qoo10,Meta,DA,유입,이미지,タンフルグラスティントミルク_3_メガ割,タンフルグラスティントミルク_3_メガ割,タンフルグラスティントミルク_3_メガ割,"10,004",207,0,2.07,"54,357",0,0,0,0%,0,
2025-03-01,2025,3,토,CG,,Qoo10,Meta,DA,유입,이미지,タンフルグラスティントミルク_2_メガ割,タンフルグラスティントミルク_2_メガ割,タンフルグラスティントミルク_2_メガ割,187,2,0,1.07,"1,116",0,0,0,0%,0,
2025-03-01,2025,3,토,CG,,Qoo10,Meta,DA,유입,이미지,ヌーディーブラーティント_2_メガ割,ヌーディーブラーティント_2_メガ割,ヌーディーブラーティント_2_メガ割,"8,029",222,0,2.76,"42,712",0,0,0,0%,0,
