날짜,year,Month,요일,브랜드,Product,Retail,매체,상품유형,목적,소재타입,캠페인,광고세트,광고명,노출수,클릭수,조회수,CTR(%),광고비(₩),장바구니,구매수,구매전환값(₩),ROAS,CPA(₩),메모
2025-07-08,2025,7,화,BOH,,RKT,Meta,DA,유입,이미지,夏の肌つるんセット,夏の肌つるんセット,夏の肌つるんセット,"3,001",99,0,3.30,"22,721",0,0,0,0%,0,
2025-07-08,2025,7,화,BOH,,RKT,Meta,DA,유입,이미지,毛穴シュリンクセット,毛穴シュリンクセット,毛穴シュリンクセット,162,5,0,3.09,"1,225",0,0,0,0%,0,
2025-07-08,2025,7,화,BOH,,Qoo10,Meta,DA,유입,이미지,クーポン訴求,クーポン訴求,クーポン訴求,60,1,0,1.67,545,0,0,0,0%,0,
2025-07-08,2025,7,화,BOH,,Qoo10,LINE AD,DA,유입,이미지,トナーバッド1+1企画,トナーバッド1+1企画,トナーバッド1+1企画,"203,191",663,0,0.33,"79,160",0,0,0,0%,0,
2025-07-08,2025,7,화,BOH,,Qoo10,LINE AD,DA,유입,이미지,コラーゲンリモデリングクリーム+コラーゲンセラム企画,コラーゲンリモデリングクリーム+コラーゲンセラム企画,コラーゲンリモデリングクリーム+コラーゲンセラム企画,"5,634",124,0,2.20,"15,195",0,0,0,0%,0,
2025-07-08,2025,7,화,WM,,Qoo10,Google,DA,유입,이미지,シームレスウェアクッション,シームレスウェアクッション,シームレスウェアクッション,"71,198","1,083",0,1.52,"102,263",0,0,0,0%,0,
2025-07-08,2025,7,화,WM,,Qoo10,Google,DA,유입,이미지,シームレスファンデーション＋ブラシ2種類＋デュイジェルマキシグロス,シームレスファンデーション＋ブラシ2種類＋デュイジェルマキシグロス,シームレスファンデーション＋ブラシ2種類＋デュイジェルマキシグロス,"8,448",214,0,2.53,"23,489",0,0,0,0%,0,
2025-07-08,2025,7,화,WM,,Qoo10,Google,DA,유입,이미지,ソフトブラーリングアイパレット,ソフトブラーリングアイパレット,ソフトブラーリングアイパレット,"10,047",242,0,2.41,"28,683",0,0,0,0%,0,
2025-07-08,2025,7,화,WM,,Qoo10,Google,DA,유입,이미지,ソフトシアーマルチパレット福袋,ソフトシアーマルチパレット福袋,ソフトシアーマルチパレット福袋,"16,470",364,0,2.21,"38,209",0,0,0,0%,0,
2025-07-08,2025,7,화,WM,,Qoo10,Google,DA,유입,이미지,ソフトシアーマルチパレット,ソフトシアーマルチパレット,ソフトシアーマルチパレット,"16,615",347,0,2.09,"35,986",0,0,0,0%,0,
2025-07-08,2025,7,화,WM,,Qoo10,Google,DA,유입,이미지,ソフトブラーリングアイパレット福袋,ソフトブラーリングアイパレット福袋,ソフトブラーリングアイパレット福袋,"11,623",296,0,2.55,"31,171",0,0,0,0%,0,
2025-07-08,2025,7,화,WM,,Qoo10,Google,DA,유입,이미지,ウォーターグロウコーティングバーム,ウォーターグロウコーティングバーム,ウォーターグロウコーティングバーム,"115,535","1,802",0,1.56,"169,949",0,0,0,0%,0,
2025-07-08,2025,7,화,WM,,Qoo10,Meta,DA,유입,이미지,ウォーターグロウコーティングバーム,ウォーターグロウコーティングバーム,ウォーターグロウコーティングバーム,25,0,0,0.00,114,0,0,0,0%,0,
2025-07-08,2025,7,화,WM,,Qoo10,Meta,DA,유입,이미지,シームレスファンデーション＋ブラシ2種類＋デュイジェルマキシグロス,シームレスファンデーション＋ブラシ2種類＋デュイジェルマキシグロス,シームレスファンデーション＋ブラシ2種類＋デュイジェルマキシグロス,33,1,0,3.03,180,0,0,0,0%,0,
2025-07-08,2025,7,화,WM,,Qoo10,Meta,DA,유입,이미지,ソフトブラーリングアイパレット福袋,ソフトブラーリングアイパレット福袋,ソフトブラーリングアイパレット福袋,"2,435",77,0,3.16,"10,775",0,0,0,0%,0,
2025-07-08,2025,7,화,WM,,Qoo10,Meta,DA,유입,이미지,ソフトブラーリングアイパレット,ソフトブラーリングアイパレット,ソフトブラーリングアイパレット,787,32,0,4.07,"3,803",0,0,0,0%,0,
2025-07-08,2025,7,화,WM,,Qoo10,Meta,DA,유입,이미지,ソフトシアーマルチパレット福袋,ソフトシアーマルチパレット福袋,ソフトシアーマルチパレット福袋,"47,038","1,434",0,3.05,"212,207",0,0,0,0%,0,
2025-07-08,2025,7,화,WM,,Qoo10,Meta,DA,유입,이미지,シームレスウェアクッション,シームレスウェアクッション,シームレスウェアクッション,94,4,0,4.26,615,0,0,0,0%,0,
2025-07-08,2025,7,화,WM,,Qoo10,Meta,DA,유입,이미지,ソフトシアーマルチパレット,ソフトシアーマルチパレット,ソフトシアーマルチパレット,"43,521","1,319",0,3.03,"190,856",0,0,0,0%,0,
2025-07-08,2025,7,화,BG,,Qoo10,Google,DA,유입,이미지,シークレットクーポン訴求,シークレットクーポン訴求,シークレットクーポン訴求,"2,586",53,0,2.05,"5,137",0,0,0,0%,0,
2025-07-08,2025,7,화,BG,,Qoo10,Google,DA,유입,이미지,スージングトナー,スージングトナー,スージングトナー,"44,582",635,0,1.42,"53,364",0,0,0,0%,0,
2025-07-08,2025,7,화,BG,,Qoo10,Google,DA,유입,이미지,ジンクテカセラム+スージングトナーセット,ジンクテカセラム+スージングトナーセット,ジンクテカセラム+スージングトナーセット,"20,751",318,0,1.53,"30,669",0,0,0,0%,0,
2025-07-08,2025,7,화,BG,,Qoo10,Google,DA,유입,이미지,皮脂抑制+鼻パックセット,皮脂抑制+鼻パックセット,皮脂抑制+鼻パックセット,"1,062",23,0,2.17,"3,018",0,0,0,0%,0,
2025-07-08,2025,7,화,BG,,Qoo10,Google,DA,유입,이미지,ピンクアロエ96%スージングジェル,ピンクアロエ96%スージングジェル,ピンクアロエ96%スージングジェル,"3,373",88,0,2.61,"7,464",0,0,0,0%,0,
2025-07-08,2025,7,화,BG,,Qoo10,Google,DA,유입,이미지,Max64%OFF訴求,Max64%OFF訴求,Max64%OFF訴求,"3,792",70,0,1.85,"7,691",0,0,0,0%,0,
2025-07-08,2025,7,화,BG,,Qoo10,Meta,DA,유입,이미지,スージングトナー,スージングトナー,スージングトナー,453,15,0,3.31,"2,072",0,0,0,0%,0,
2025-07-08,2025,7,화,BG,,Qoo10,Meta,DA,유입,이미지,ピンクアロエ96%スージングジェル,ピンクアロエ96%スージングジェル,ピンクアロエ96%スージングジェル,16,1,0,6.25,66,0,0,0,0%,0,
2025-07-08,2025,7,화,BG,,Qoo10,Meta,DA,유입,이미지,皮脂抑制+鼻パックセット,皮脂抑制+鼻パックセット,皮脂抑制+鼻パックセット,32,2,0,6.25,114,0,0,0,0%,0,
2025-07-08,2025,7,화,BG,,Qoo10,Meta,DA,유입,이미지,Max64%訴求,Max64%訴求,Max64%訴求,"22,643",622,0,2.75,"101,099",0,0,0,0%,0,
2025-07-08,2025,7,화,BG,,Qoo10,Meta,DA,유입,이미지,シークレットクーポン訴求,シークレットクーポン訴求,シークレットクーポン訴求,4,0,0,0.00,38,0,0,0,0%,0,
2025-07-08,2025,7,화,BG,,Qoo10,Meta,DA,유입,이미지,ジンクテカセラム+スージングトナーセット,ジンクテカセラム+スージングトナーセット,ジンクテカセラム+スージングトナーセット,78,1,0,1.28,397,0,0,0,0%,0,
2025-07-08,2025,7,화,CG,,Qoo10,Google,DA,유입,이미지,タンフルグラスティントミルク01,タンフルグラスティントミルク01,タンフルグラスティントミルク01,"8,567",204,0,2.38,"21,342",0,0,0,0%,0,
2025-07-08,2025,7,화,CG,,Qoo10,Google,DA,유입,이미지,ギークヌードカラーカバーティント02,ギークヌードカラーカバーティント02,ギークヌードカラーカバーティント02,"13,372",259,0,1.94,"21,900",0,0,0,0%,0,
2025-07-08,2025,7,화,CG,,Qoo10,Google,DA,유입,이미지,タンフルグラスティントミルク02,タンフルグラスティントミルク02,タンフルグラスティントミルク02,"7,651",154,0,2.01,"15,268",0,0,0,0%,0,
2025-07-08,2025,7,화,CG,,Qoo10,Google,DA,유입,이미지,ヌーディーブラーティント,ヌーディーブラーティント,ヌーディーブラーティント,"7,159",148,0,2.07,"13,831",0,0,0,0%,0,
2025-07-08,2025,7,화,CG,,Qoo10,Google,DA,유입,이미지,ギークヌードカラーカバーティント01,ギークヌードカラーカバーティント01,ギークヌードカラーカバーティント01,"25,596",391,0,1.53,"35,068",0,0,0,0%,0,
2025-07-08,2025,7,화,CG,,Qoo10,Meta,DA,유입,이미지,ギークヌードカラーカバーティント01,ギークヌードカラーカバーティント01,ギークヌードカラーカバーティント01,351,13,0,3.70,"1,693",0,0,0,0%,0,
2025-07-08,2025,7,화,CG,,Qoo10,Meta,DA,유입,이미지,タンフルグラスティントミルク02,タンフルグラスティントミルク02,タンフルグラスティントミルク02,"12,261",395,0,3.22,"58,217",0,0,0,0%,0,
2025-07-08,2025,7,화,CG,,Qoo10,Meta,DA,유입,이미지,ギークヌードカラーカバーティント02,ギークヌードカラーカバーティント02,ギークヌードカラーカバーティント02,47,1,0,2.13,246,0,0,0,0%,0,
2025-07-08,2025,7,화,CG,,Qoo10,Meta,DA,유입,이미지,タンフルグラスティントミルク01,タンフルグラスティントミルク01,タンフルグラスティントミルク01,"1,359",46,0,3.38,"6,868",0,0,0,0%,0,
2025-07-08,2025,7,화,CG,,Qoo10,Meta,DA,유입,이미지,ヌーディーブラーティント,ヌーディーブラーティント,ヌーディーブラーティント,"7,802",262,0,3.36,"37,026",0,0,0,0%,0,
2025-07-09,2025,7,수,BOH,,Qoo10,Google,DA,유입,이미지,トナーバッド1+1企画,トナーバッド1+1企画,トナーバッド1+1企画,"123,206","2,080",0,1.69,"194,972",0,0,0,0%,0,
2025-07-09,2025,7,수,BOH,,RKT,Google,DA,유입,이미지,新規会員向け割引クーポン,新規会員向け割引クーポン,新規会員向け割引クーポン,"36,780",675,0,1.84,"78,147",0,0,0,0%,0,
2025-07-09,2025,7,수,BOH,,Qoo10,Google,DA,유입,이미지,コラーゲンリモデリングクリーム+コラーゲンセラム企画,コラーゲンリモデリングクリーム+コラーゲンセラム企画,コラーゲンリモデリングクリーム+コラーゲンセラム企画,"32,772",643,0,1.96,"68,672",0,0,0,0%,0,
2025-07-09,2025,7,수,BOH,,Qoo10,Google,DA,유입,이미지,3Dタンタンクリーム+セラムバラエティ企画_コラーゲンモデリングセット,3Dタンタンクリーム+セラムバラエティ企画_コラーゲンモデリングセット,3Dタンタンクリーム+セラムバラエティ企画_コラーゲンモデリングセット,"29,126",663,0,2.28,"63,162",0,0,0,0%,0,
2025-07-09,2025,7,수,BOH,,RKT,Google,DA,유입,이미지,毛穴シュリンクセット,毛穴シュリンクセット,毛穴シュリンクセット,"19,245",625,0,3.25,"58,991",0,0,0,0%,0,
2025-07-09,2025,7,수,BOH,,RKT,Google,DA,유입,이미지,夏の肌つるんセット,夏の肌つるんセット,夏の肌つるんセット,"36,107",789,0,2.19,"85,452",0,0,0,0%,0,
2025-07-09,2025,7,수,BOH,,Qoo10,Google,DA,유입,이미지,シークレットクーポン訴求,シークレットクーポン訴求,シークレットクーポン訴求,"15,606",369,0,2.36,"36,765",0,0,0,0%,0,
2025-07-09,2025,7,수,BOH,,Qoo10,Google,DA,유입,이미지,3Dタンタンクリーム+セラムバラエティ企画_サマーエディション,3Dタンタンクリーム+セラムバラエティ企画_サマーエディション,3Dタンタンクリーム+セラムバラエティ企画_サマーエディション,"29,449",644,0,2.19,"64,095",0,0,0,0%,0,
2025-07-09,2025,7,수,BOH,,RKT,Google,DA,유입,이미지,夏限定企画セット,夏限定企画セット,夏限定企画セット,"58,069","1,179",0,2.03,"114,837",0,0,0,0%,0,
2025-07-09,2025,7,수,BOH,,RKT,Meta,DA,유입,이미지,毛穴シュリンクセット,毛穴シュリンクセット,毛穴シュリンクセット,66,3,0,4.55,390,0,0,0,0%,0,
2025-07-09,2025,7,수,BOH,,RKT,Meta,DA,유입,이미지,新規会員向け割引クーポン,新規会員向け割引クーポン,新規会員向け割引クーポン,"4,264",103,0,2.42,"24,268",0,0,0,0%,0,
2025-07-09,2025,7,수,BOH,,Qoo10,Meta,DA,유입,이미지,3Dタンタンクリーム+セラムバラエティ企画_コラーゲンモデリングセット,3Dタンタンクリーム+セラムバラエティ企画_コラーゲンモデリングセット,3Dタンタンクリーム+セラムバラエティ企画_コラーゲンモデリングセット,"63,923","1,451",0,2.27,"321,607",0,0,0,0%,0,
2025-07-09,2025,7,수,BOH,,Qoo10,Meta,DA,유입,이미지,コラーゲンリモデリングクリーム+コラーゲンセラム企画,コラーゲンリモデリングクリーム+コラーゲンセラム企画,コラーゲンリモデリングクリーム+コラーゲンセラム企画,60,3,0,5.00,423,0,0,0,0%,0,
2025-07-09,2025,7,수,BOH,,Qoo10,Meta,DA,유입,이미지,トナーバッド1+1企画,トナーバッド1+1企画,トナーバッド1+1企画,"1,521",43,0,2.83,"8,583",0,0,0,0%,0,
2025-07-09,2025,7,수,BOH,,RKT,Meta,DA,유입,이미지,夏限定企画セット,夏限定企画セット,夏限定企画セット,"55,888","1,348",0,2.41,"305,354",0,0,0,0%,0,
2025-07-09,2025,7,수,BOH,,Qoo10,Meta,DA,유입,이미지,クーポン訴求,クーポン訴求,クーポン訴求,39,0,0,0.00,267,0,0,0,0%,0,
2025-07-09,2025,7,수,BOH,,RKT,Meta,DA,유입,이미지,夏の肌つるんセット,夏の肌つるんセット,夏の肌つるんセット,"1,465",54,0,3.69,"9,017",0,0,0,0%,0,
2025-07-09,2025,7,수,BOH,,Qoo10,Meta,DA,유입,이미지,3Dタンタンクリーム+セラムバラエティ企画_サマーエディション,3Dタンタンクリーム+セラムバラエティ企画_サマーエディション,3Dタンタンクリーム+セラムバラエティ企画_サマーエディション,65,2,0,3.08,434,0,0,0,0%,0,
2025-07-09,2025,7,수,BOH,,Qoo10,LINE AD,DA,유입,이미지,コラーゲンリモデリングクリーム+コラーゲンセラム企画,コラーゲンリモデリングクリーム+コラーゲンセラム企画,コラーゲンリモデリングクリーム+コラーゲンセラム企画,"27,919",249,0,0.89,"31,459",0,0,0,0%,0,
2025-07-09,2025,7,수,BOH,,Qoo10,LINE AD,DA,유입,이미지,トナーバッド1+1企画,トナーバッド1+1企画,トナーバッド1+1企画,"160,467",506,0,0.32,"62,574",0,0,0,0%,0,
2025-07-09,2025,7,수,WM,,Qoo10,Google,DA,유입,이미지,シームレスウェアクッション,シームレスウェアクッション,シームレスウェアクッション,"69,184","1,051",0,1.52,"102,121",0,0,0,0%,0,
2025-07-09,2025,7,수,WM,,Qoo10,Google,DA,유입,이미지,ソフトブラーリングアイパレット,ソフトブラーリングアイパレット,ソフトブラーリングアイパレット,"10,289",324,0,3.15,"31,615",0,0,0,0%,0,
2025-07-09,2025,7,수,WM,,Qoo10,Google,DA,유입,이미지,ソフトブラーリングアイパレット福袋,ソフトブラーリングアイパレット福袋,ソフトブラーリングアイパレット福袋,"11,779",333,0,2.83,"35,882",0,0,0,0%,0,
2025-07-09,2025,7,수,WM,,Qoo10,Google,DA,유입,이미지,ウォーターグロウコーティングバーム,ウォーターグロウコーティングバーム,ウォーターグロウコーティングバーム,"104,096","1,755",0,1.69,"153,933",0,0,0,0%,0,
2025-07-09,2025,7,수,WM,,Qoo10,Google,DA,유입,이미지,ソフトシアーマルチパレット福袋,ソフトシアーマルチパレット福袋,ソフトシアーマルチパレット福袋,"16,381",441,0,2.69,"44,263",0,0,0,0%,0,
2025-07-09,2025,7,수,WM,,Qoo10,Google,DA,유입,이미지,シームレスファンデーション＋ブラシ2種類＋デュイジェルマキシグロス,シームレスファンデーション＋ブラシ2種類＋デュイジェルマキシグロス,シームレスファンデーション＋ブラシ2種類＋デュイジェルマキシグロス,"7,816",245,0,3.13,"24,511",0,0,0,0%,0,
2025-07-09,2025,7,수,WM,,Qoo10,Google,DA,유입,이미지,ソフトシアーマルチパレット,ソフトシアーマルチパレット,ソフトシアーマルチパレット,"14,627",353,0,2.41,"36,147",0,0,0,0%,0,
2025-07-09,2025,7,수,WM,,Qoo10,Meta,DA,유입,이미지,ソフトブラーリングアイパレット,ソフトブラーリングアイパレット,ソフトブラーリングアイパレット,146,5,0,3.42,691,0,0,0,0%,0,
2025-07-09,2025,7,수,WM,,Qoo10,Meta,DA,유입,이미지,ソフトシアーマルチパレット,ソフトシアーマルチパレット,ソフトシアーマルチパレット,"43,187","1,347",0,3.12,"193,627",0,0,0,0%,0,
2025-07-09,2025,7,수,WM,,Qoo10,Meta,DA,유입,이미지,シームレスウェアクッション,シームレスウェアクッション,シームレスウェアクッション,16,1,0,6.25,47,0,0,0,0%,0,
2025-07-09,2025,7,수,WM,,Qoo10,Meta,DA,유입,이미지,ソフトシアーマルチパレット福袋,ソフトシアーマルチパレット福袋,ソフトシアーマルチパレット福袋,"42,936","1,264",0,2.94,"202,766",0,0,0,0%,0,
2025-07-09,2025,7,수,WM,,Qoo10,Meta,DA,유입,이미지,ウォーターグロウコーティングバーム,ウォーターグロウコーティングバーム,ウォーターグロウコーティングバーム,19,1,0,5.26,104,0,0,0,0%,0,
2025-07-09,2025,7,수,WM,,Qoo10,Meta,DA,유입,이미지,ソフトブラーリングアイパレット福袋,ソフトブラーリングアイパレット福袋,ソフトブラーリングアイパレット福袋,780,24,0,3.08,"3,264",0,0,0,0%,0,
2025-07-09,2025,7,수,WM,,Qoo10,Meta,DA,유입,이미지,シームレスファンデーション＋ブラシ2種類＋デュイジェルマキシグロス,シームレスファンデーション＋ブラシ2種類＋デュイジェルマキシグロス,シームレスファンデーション＋ブラシ2種類＋デュイジェルマキシグロス,11,0,0,0.00,47,0,0,0,0%,0,
2025-07-09,2025,7,수,BG,,Qoo10,Google,DA,유입,이미지,スージングトナー,スージングトナー,スージングトナー,"36,932",495,0,1.34,"42,343",0,0,0,0%,0,
2025-07-09,2025,7,수,BG,,Qoo10,Google,DA,유입,이미지,ジンクテカセラム+スージングトナーセット,ジンクテカセラム+スージングトナーセット,ジンクテカセラム+スージングトナーセット,"26,747",418,0,1.56,"37,291",0,0,0,0%,0,
2025-07-09,2025,7,수,BG,,Qoo10,Google,DA,유입,이미지,皮脂抑制+鼻パックセット,皮脂抑制+鼻パックセット,皮脂抑制+鼻パックセット,"1,212",41,0,3.38,"3,207",0,0,0,0%,0,
2025-07-09,2025,7,수,BG,,Qoo10,Google,DA,유입,이미지,シークレットクーポン訴求,シークレットクーポン訴求,シークレットクーポン訴求,"3,471",59,0,1.70,"6,300",0,0,0,0%,0,
2025-07-09,2025,7,수,BG,,Qoo10,Google,DA,유입,이미지,ピンクアロエ96%スージングジェル,ピンクアロエ96%スージングジェル,ピンクアロエ96%スージングジェル,"3,832",73,0,1.91,"7,899",0,0,0,0%,0,
2025-07-09,2025,7,수,BG,,Qoo10,Google,DA,유입,이미지,Max64%OFF訴求,Max64%OFF訴求,Max64%OFF訴求,"5,293",110,0,2.08,"9,592",0,0,0,0%,0,
2025-07-09,2025,7,수,BG,,Qoo10,Meta,DA,유입,이미지,シークレットクーポン訴求,シークレットクーポン訴求,シークレットクーポン訴求,7,1,0,14.29,38,0,0,0,0%,0,
2025-07-09,2025,7,수,BG,,Qoo10,Meta,DA,유입,이미지,ジンクテカセラム+スージングトナーセット,ジンクテカセラム+スージングトナーセット,ジンクテカセラム+スージングトナーセット,74,0,0,0.00,435,0,0,0,0%,0,
2025-07-09,2025,7,수,BG,,Qoo10,Meta,DA,유입,이미지,スージングトナー,スージングトナー,スージングトナー,458,13,0,2.84,"2,147",0,0,0,0%,0,
2025-07-09,2025,7,수,BG,,Qoo10,Meta,DA,유입,이미지,ピンクアロエ96%スージングジェル,ピンクアロエ96%スージングジェル,ピンクアロエ96%スージングジェル,19,1,0,5.26,114,0,0,0,0%,0,
2025-07-09,2025,7,수,BG,,Qoo10,Meta,DA,유입,이미지,Max64%訴求,Max64%訴求,Max64%訴求,"22,047",582,0,2.64,"101,799",0,0,0,0%,0,
2025-07-09,2025,7,수,BG,,Qoo10,Meta,DA,유입,이미지,皮脂抑制+鼻パックセット,皮脂抑制+鼻パックセット,皮脂抑制+鼻パックセット,28,1,0,3.57,180,0,0,0,0%,0,
2025-07-09,2025,7,수,CG,,Qoo10,Google,DA,유입,이미지,ヌーディーブラーティント,ヌーディーブラーティント,ヌーディーブラーティント,"7,288",147,0,2.02,"14,370",0,0,0,0%,0,
2025-07-09,2025,7,수,CG,,Qoo10,Google,DA,유입,이미지,ギークヌードカラーカバーティント02,ギークヌードカラーカバーティント02,ギークヌードカラーカバーティント02,"13,892",235,0,1.69,"22,458",0,0,0,0%,0,
2025-07-09,2025,7,수,CG,,Qoo10,Google,DA,유입,이미지,ギークヌードカラーカバーティント01,ギークヌードカラーカバーティント01,ギークヌードカラーカバーティント01,"24,560",385,0,1.57,"34,141",0,0,0,0%,0,
2025-07-09,2025,7,수,CG,,Qoo10,Google,DA,유입,이미지,タンフルグラスティントミルク01,タンフルグラスティントミルク01,タンフルグラスティントミルク01,"9,053",217,0,2.40,"21,332",0,0,0,0%,0,
2025-07-09,2025,7,수,CG,,Qoo10,Google,DA,유입,이미지,タンフルグラスティントミルク02,タンフルグラスティントミルク02,タンフルグラスティントミルク02,"7,496",154,0,2.05,"14,427",0,0,0,0%,0,
2025-07-09,2025,7,수,CG,,Qoo10,Meta,DA,유입,이미지,ヌーディーブラーティント,ヌーディーブラーティント,ヌーディーブラーティント,"7,515",247,0,3.29,"37,131",0,0,0,0%,0,
2025-07-09,2025,7,수,CG,,Qoo10,Meta,DA,유입,이미지,タンフルグラスティントミルク02,タンフルグラスティントミルク02,タンフルグラスティントミルク02,"11,861",371,0,3.13,"58,075",0,0,0,0%,0,
2025-07-09,2025,7,수,CG,,Qoo10,Meta,DA,유입,이미지,タンフルグラスティントミルク01,タンフルグラスティントミルク01,タンフルグラスティントミルク01,"1,343",41,0,3.05,"7,123",0,0,0,0%,0,
2025-07-09,2025,7,수,CG,,Qoo10,Meta,DA,유입,이미지,ギークヌードカラーカバーティント01,ギークヌードカラーカバーティント01,ギークヌードカラーカバーティント01,364,14,0,3.85,"1,741",0,0,0,0%,0,
2025-07-09,2025,7,수,CG,,Qoo10,Meta,DA,유입,이미지,ギークヌードカラーカバーティント02,ギークヌードカラーカバーティント02,ギークヌードカラーカバーティント02,31,0,0,0.00,151,0,0,0,0%,0,
2025-07-10,2025,7,목,BOH,,RKT,Google,DA,유입,이미지,新規会員向け割引クーポン,新規会員向け割引クーポン,新規会員向け割引クーポン,"29,960",694,0,2.32,"67,911",0,0,0,0%,0,
2025-07-10,2025,7,목,BOH,,RKT,Google,DA,유입,이미지,夏の肌つるんセット,夏の肌つるんセット,夏の肌つるんセット,"41,083",902,0,2.20,"84,790",0,0,0,0%,0,
2025-07-10,2025,7,목,BOH,,RKT,Google,DA,유입,이미지,夏限定企画セット,夏限定企画セット,夏限定企画セット,"62,215","1,359",0,2.18,"120,166",0,0,0,0%,0,
2025-07-10,2025,7,목,BOH,,RKT,Google,DA,유입,이미지,毛穴シュリンクセット,毛穴シュリンクセット,毛穴シュリンクセット,"20,927",641,0,3.06,"62,686",0,0,0,0%,0,
2025-07-10,2025,7,목,BOH,,RKT,Meta,DA,유입,이미지,毛穴シュリンクセット,毛穴シュリンクセット,毛穴シュリンクセット,162,5,0,3.09,"1,002",0,0,0,0%,0,
2025-07-10,2025,7,목,BOH,,RKT,Meta,DA,유입,이미지,新規会員向け割引クーポン,新規会員向け割引クーポン,新規会員向け割引クーポン,"5,968",145,0,2.43,"32,773",0,0,0,0%,0,
2025-07-10,2025,7,목,BOH,,RKT,Meta,DA,유입,이미지,夏の肌つるんセット,夏の肌つるんセット,夏の肌つるんセット,"2,659",62,0,2.33,"14,739",0,0,0,0%,0,
2025-07-10,2025,7,목,BOH,,RKT,Meta,DA,유입,이미지,夏限定企画セット,夏限定企画セット,夏限定企画セット,"49,309","1,163",0,2.36,"265,668",0,0,0,0%,0,
2025-07-10,2025,7,목,BOH,,Qoo10,LINE AD,DA,유입,이미지,トナーバッド1+1企画,トナーバッド1+1企画,トナーバッド1+1企画,35,6,0,17.14,735,0,0,0,0%,0,
2025-07-11,2025,7,금,BOH,,RKT,Meta,DA,유입,이미지,夏の肌つるんセット,夏の肌つるんセット,夏の肌つるんセット,457,14,0,3.06,"2,661",0,0,0,0%,0,
2025-07-11,2025,7,금,BOH,,RKT,Meta,DA,유입,이미지,毛穴シュリンクセット,毛穴シュリンクセット,毛穴シュリンクセット,24,0,0,0.00,122,0,0,0,0%,0,
2025-07-11,2025,7,금,BOH,,RKT,Meta,DA,유입,이미지,新規会員向け割引クーポン,新規会員向け割引クーポン,新規会員向け割引クーポン,"1,180",21,0,1.78,"6,468",0,0,0,0%,0,
2025-07-11,2025,7,금,BOH,,RKT,Meta,DA,유입,이미지,夏限定企画セット,夏限定企画セット,夏限定企画セット,"14,577",352,0,2.41,"78,704",0,0,0,0%,0,
2025-07-23,2025,7,수,BOH,,RKT,Meta,DA,유입,이미지,クリームダブル企画セット,クリームダブル企画セット,クリームダブル企画セット,"161,893","3,068",0,1.90,"722,074",0,0,0,0%,0,
2025-07-23,2025,7,수,BOH,,RKT,Meta,DA,유입,이미지,福袋イメージ,福袋イメージ,福袋イメージ,"136,625","2,885",0,2.11,"655,092",0,0,0,0%,0,
2025-07-23,2025,7,수,BOH,,RKT,Meta,DA,유입,이미지,シークレットクーポン,シークレットクーポン,シークレットクーポン,"2,895",161,0,5.56,"28,376",0,0,0,0%,0,
2025-07-24,2025,7,목,BOH,,RKT,Meta,DA,유입,이미지,シークレットクーポン,シークレットクーポン,シークレットクーポン,"4,445",258,0,5.80,"48,848",0,0,0,0%,0,
2025-07-24,2025,7,목,BOH,,RKT,Meta,DA,유입,이미지,クリームダブル企画セット,クリームダブル企画セット,クリームダブル企画セット,"188,220","3,887",0,2.07,"824,511",0,0,0,0%,0,
2025-07-24,2025,7,목,BOH,,RKT,Meta,DA,유입,이미지,福袋イメージ,福袋イメージ,福袋イメージ,"300,726","6,399",0,2.13,"1,335,442",0,0,0,0%,0,
2025-07-25,2025,7,금,BOH,,RKT,Meta,DA,유입,이미지,福袋イメージ,福袋イメージ,福袋イメージ,"207,380","4,351",0,2.10,"953,499",0,0,0,0%,0,
2025-07-25,2025,7,금,BOH,,Qoo10,Meta,DA,유입,이미지,3Dリフティングクリーム 本品＋リフィル②,3Dリフティングクリーム 本品＋リフィル②,3Dリフティングクリーム 本品＋リフィル②,"34,946",798,0,2.28,"292,229",0,0,0,0%,0,
2025-07-25,2025,7,금,BOH,,RKT,Meta,DA,유입,이미지,シークレットクーポン,シークレットクーポン,シークレットクーポン,"1,459",76,0,5.21,"15,607",0,0,0,0%,0,
2025-07-25,2025,7,금,BOH,,Qoo10,Meta,DA,유입,이미지,3Dリフティングクリーム 本品＋リフィル③,3Dリフティングクリーム 本品＋リフィル③,3Dリフティングクリーム 本品＋リフィル③,"12,161",174,0,1.43,"100,412",0,0,0,0%,0,
2025-07-25,2025,7,금,BOH,,RKT,Meta,DA,유입,이미지,クリームダブル企画セット,クリームダブル企画セット,クリームダブル企画セット,"238,203","4,913",0,2.06,"1,093,931",0,0,0,0%,0,
2025-07-25,2025,7,금,BOH,,Qoo10,Meta,DA,유입,이미지,3Dリフティングクリーム 本品＋リフィル①,3Dリフティングクリーム 本品＋リフィル①,3Dリフティングクリーム 本品＋リフィル①,"2,363",19,0,0.80,"14,828",0,0,0,0%,0,
2025-07-26,2025,7,토,BOH,,Qoo10,Meta,DA,유입,이미지,3Dリフティングクリーム 本品＋リフィル①,3Dリフティングクリーム 本品＋リフィル①,3Dリフティングクリーム 本品＋リフィル①,"2,269",20,0,0.88,"14,349",0,0,0,0%,0,
