,,,,,,,,,,,,,,,,,,,,,,,,
event,code,제품,date,유입,장바구니,구매,장바구니 전환율,구매 전환율,,event,date,유입,장바구니,구매,장바구니 전환율,구매 전환율,,event,date,유입,장바구니,구매,장바구니 전환율,구매 전환율
2609 MEGAWARI,1116473754,누디블러틴트,08월 28일,,,,#DIV/0!,#DIV/0!,,2606 MEGAWARI,05월 29일,"4,282",789,413,18.43%,9.65%,,2603 MEGAWARI,02월 27일,"2,481",462,184,18.62%,7.42%
2609 MEGAWARI,1189084084,탕후루딥글레이즈,08월 28일,,,,#DIV/0!,#DIV/0!,,2606 MEGAWARI,05월 29일,"5,551","1,480",855,26.66%,15.40%,,2603 MEGAWARI,02월 27일,"6,642",809,377,12.18%,5.68%
2609 MEGAWARI,1082531222,애교살메이커,08월 28일,,,,#DIV/0!,#DIV/0!,,2606 MEGAWARI,05월 29일,"3,264",492,231,15.07%,7.08%,,2603 MEGAWARI,02월 27일,"1,717",699,293,40.71%,17.06%
2609 MEGAWARI,1082531220,입체창조쉐딩스틱,08월 28일,,,,#DIV/0!,#DIV/0!,,2606 MEGAWARI,05월 29일,"1,685",482,211,28.61%,12.52%,,2603 MEGAWARI,02월 27일,411,96,58,23.36%,14.11%
2609 MEGAWARI,1145455669,립 듀오 세트,08월 28일,,,,#DIV/0!,#DIV/0!,,2606 MEGAWARI,05월 29일,,,,,,,2603 MEGAWARI,02월 27일,,,,,
2609 MEGAWARI,1199712593,짱구모음세트,08월 29일,,,,,,,2606 MEGAWARI,05월 30일,"5,972",703,322,11.77%,5.39%,,2603 MEGAWARI,02월 28일,,,,,
2609 MEGAWARI,1139779066,컬러커버틴트,08월 29일,,,,#DIV/0!,#DIV/0!,,2606 MEGAWARI,05월 30일,"9,447","1,290",607,13.66%,6.43%,,2603 MEGAWARI,02월 28일,"5,450","1,180",561,21.65%,10.29%
2609 MEGAWARI,1135003693,탕후루밀크,08월 29일,,,,#DIV/0!,#DIV/0!,,2606 MEGAWARI,05월 30일,"4,189",701,226,16.73%,5.40%,,2603 MEGAWARI,02월 28일,"3,854",663,276,17.20%,7.16%
2609 MEGAWARI,1116473754,누디블러틴트,08월 29일,,,,#DIV/0!,#DIV/0!,,2606 MEGAWARI,05월 30일,"3,142",513,202,16.33%,6.43%,,2603 MEGAWARI,02월 28일,"3,295",588,254,17.85%,7.71%
2609 MEGAWARI,1189084084,탕후루딥글레이즈,08월 29일,,,,#DIV/0!,#DIV/0!,,2606 MEGAWARI,05월 30일,"5,490",949,421,17.29%,7.67%,,2603 MEGAWARI,02월 28일,"4,966",515,226,10.37%,4.55%
2609 MEGAWARI,1082531222,애교살메이커,08월 29일,,,,#DIV/0!,#DIV/0!,,2606 MEGAWARI,05월 30일,"2,568",310,109,12.07%,4.24%,,2603 MEGAWARI,02월 28일,"1,948",520,273,26.69%,14.01%
2609 MEGAWARI,1082531220,입체창조쉐딩스틱,08월 29일,,,,#DIV/0!,#DIV/0!,,2606 MEGAWARI,05월 30일,"1,803",465,211,25.79%,11.70%,,2603 MEGAWARI,02월 28일,538,119,66,22.12%,12.27%
2609 MEGAWARI,1145455669,립 듀오 세트,08월 29일,,,,#DIV/0!,#DIV/0!,,2606 MEGAWARI,05월 30일,,,,,,,2603 MEGAWARI,02월 28일,,,,,
2609 MEGAWARI,1199712593,짱구모음세트,08월 30일,,,,,,,2606 MEGAWARI,05월 31일,"4,425",552,213,12.47%,4.81%,,2603 MEGAWARI,03월 01일,,,,,
2609 MEGAWARI,1139779066,컬러커버틴트,08월 30일,,,,#DIV/0!,#DIV/0!,,2606 MEGAWARI,05월 31일,"7,220",964,388,13.35%,5.37%,,2603 MEGAWARI,03월 01일,"3,871",789,440,20.38%,11.37%
2609 MEGAWARI,1135003693,탕후루밀크,08월 30일,,,,#DIV/0!,#DIV/0!,,2606 MEGAWARI,05월 31일,"2,938",463,161,15.76%,5.48%,,2603 MEGAWARI,03월 01일,"2,764",435,178,15.74%,6.44%
2609 MEGAWARI,1116473754,누디블러틴트,08월 30일,,,,#DIV/0!,#DIV/0!,,2606 MEGAWARI,05월 31일,"2,714",362,140,13.34%,5.16%,,2603 MEGAWARI,03월 01일,"2,322",396,197,17.05%,8.48%
2609 MEGAWARI,1189084084,탕후루딥글레이즈,08월 30일,,,,#DIV/0!,#DIV/0!,,2606 MEGAWARI,05월 31일,"4,042",632,272,15.64%,6.73%,,2603 MEGAWARI,03월 01일,"3,801",283,164,7.45%,4.31%
2609 MEGAWARI,1082531222,애교살메이커,08월 30일,,,,#DIV/0!,#DIV/0!,,2606 MEGAWARI,05월 31일,"2,079",231,83,11.11%,3.99%,,2603 MEGAWARI,03월 01일,"1,493",343,197,22.97%,13.19%
2609 MEGAWARI,1082531220,입체창조쉐딩스틱,08월 30일,,,,#DIV/0!,#DIV/0!,,2606 MEGAWARI,05월 31일,"1,631",395,196,24.22%,12.02%,,2603 MEGAWARI,03월 01일,486,86,49,17.70%,10.08%
